,name,artists:name,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4643,Dior,Pop Smoke,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,216386,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,4
4644,In The End - Mellen Gi Remix,"Tommee Profitt, Fleurie, Mellen Gi",spotify:track:5rAUZy2eDdegBxUVYxePK2,218188,0.618,0.611,7,-6.654,0,0.11,0.477,0.0333,0.162,0.224,88.07,4
4645,Sori en oo pahoillani,Mouhous,spotify:track:1GgRUkWVQpbbmfi1ETKJFR,170641,0.731,0.735,4,-4.393,0,0.037,0.0705,0.0241,0.149,0.625,140.083,4
4646,Supalonely,"BENEE, Gus Dapperton",spotify:track:4nK5YrxbMGZstTLbvj6Gxw,223480,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,4
4647,P2,Lil Uzi Vert,spotify:track:3kW4z2pIj5VY5fLjBrMRL5,234626,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,4
4648,WHATS POPPIN,Jack Harlow,spotify:track:3Q6F8RByyhRTJpRtZLY3cg,139741,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,4
4649,Heatin Up (feat. Gunna),"Lil Baby, Gunna",spotify:track:7KSSdFCBHCfq4KPzz78ghk,177314,0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847,4
4650,That Way,"Lil Uzi Vert, WanMor",spotify:track:5raTDhlbxFDnpn89bxArdH,212354,0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962,4
4651,Envy Me,Calboy,spotify:track:05t7JMip6JrLuSrMV5yYjX,120136,0.556,0.481,11,-7.663,1,0.313,0.282,0.0,0.216,0.581,149.025,4
4652,100k On A Coupe (feat. Calboy),"Pop Smoke, Calboy",spotify:track:4wVuGccjXDNf9sWWVajkpk,117093,0.669,0.684,5,-3.544,0,0.0696,0.516,0.0,0.214,0.41,146.908,4
4653,Before Fame,OBN Dev,spotify:track:6E0cUJVN1z6DBf0Ahr90rj,173423,0.692,0.526,5,-9.611,1,0.218,0.153,0.0,0.118,0.511,155.089,4
4654,God Forgive Me,OBN Dev,spotify:track:5mzXnhhcAajdX34p1PQMwk,155761,0.74,0.613,10,-7.841,0,0.22,0.272,0.0,0.106,0.373,92.436,4
4655,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),"Quando Rondo, 2 Chainz, A Boogie Wit da Hoodie",spotify:track:1GqluCmHkW69FPpe8OlnB5,198607,0.833,0.614,2,-4.842,1,0.17,0.13,0.0,0.0858,0.389,100.03,4
4656,Imperfect Flower,Quando Rondo,spotify:track:31sPCnzgurJnFNcvcgWNjq,178013,0.612,0.708,2,-4.592,0,0.469,0.309,0.0,0.0851,0.321,151.194,4
4657,Scarred From Love,Quando Rondo,spotify:track:5CFvscpivObLfIVQtHyQxE,207000,0.652,0.602,8,-6.6,0,0.275,0.224,0.0,0.0953,0.494,167.008,4
4658,Nightmares (feat. Lil Skies),"Yung Pinch, Lil Skies",spotify:track:0qy1xNhQvnRhEpvKxdXYUR,200213,0.579,0.698,2,-5.701,1,0.0827,0.107,0.0,0.174,0.302,165.071,4
4659,20 Years Later,Yung Pinch,spotify:track:0dc3ds3WAOo6TazfgBuT0E,215188,0.762,0.518,9,-7.283,0,0.109,0.232,1.11e-06,0.113,0.547,144.942,4
4660,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",spotify:track:733c1CWmIGymoQXdp7Us88,188563,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,4
4661,No Front,Comethazine,spotify:track:3OlQPhDTtTwxSghWt5ePLO,106000,0.576,0.61,1,-10.274,0,0.0464,0.000469,0.0,0.0822,0.164,140.005,4
4662,All Star (with Lil Tjay),"Lil Tecca, Lil Tjay",spotify:track:62uolmVjOio9xIfwDM1ZvC,180234,0.782,0.644,1,-5.559,0,0.162,0.265,0.0,0.122,0.434,129.972,4
4663,Diva (feat. Lil Tecca),"The Kid LAROI, Lil Tecca",spotify:track:7gVwgc8b3XnO87TpmXXFA5,172004,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,4
4664,Slide,Sada Baby,spotify:track:0gRbbSuaaELTf26HXRByQH,152693,0.829,0.751,9,-10.585,1,0.208,0.00211,0.0,0.0513,0.61,126.085,4
4665,Like That,YSN Flow,spotify:track:4Qp9qdNsa37wmvndhoFpS9,154274,0.724,0.825,2,-4.038,1,0.0418,0.168,0.0,0.141,0.325,92.954,4
4666,No Go,Young Nudy,spotify:track:5RKd9fUJUA7ke35RhmYht0,192050,0.8,0.697,0,-6.519,1,0.287,0.245,0.0,0.322,0.351,150.194,4
4667,Number 1 (feat. Landon Cube),"Yung Pinch, Landon Cube",spotify:track:5MXmSSUJUOBubD7agTFlka,181115,0.473,0.787,4,-4.873,0,0.394,0.128,0.0,0.123,0.283,169.838,4
4668,Drip Jacker,"Zaytoven, Lil Gotit",spotify:track:3LwWnLo70dAdSQU4oqz1Nt,217500,0.915,0.727,0,-6.477,0,0.298,0.0221,0.0,0.0772,0.713,128.019,4
4669,Overdue (with Travis Scott),"Metro Boomin, Travis Scott",spotify:track:6LyAwkJsHlW7RQ8S1cYAtM,166093,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,4
4670,90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",spotify:track:51EC3I1nQXpec4gDk0mQyP,339066,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404,4
4671,pick up the phone,"Young Thug, Travis Scott",spotify:track:20dP2DaMHIAmwWAbp7peSr,252256,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919,4
4672,Pornography,Travis Scott,spotify:track:2QeQNF182V61Im0QpjdVta,231826,0.603,0.649,11,-5.887,1,0.117,0.105,0.0,0.712,0.343,128.815,4
4673,Wasted (feat. Juicy J),"Travis Scott, Juicy J",spotify:track:3dtBVBClM5ms0qCBBrqpUb,235680,0.689,0.61,10,-9.004,0,0.217,0.0836,0.0,0.36,0.119,134.923,4
4674,Skechers,DripReport,spotify:track:2alc8VZAzDgdAsL2QMk3hu,106000,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,4
4675,They Call Me Tiago (Her Name Is Margo),Tiagz,spotify:track:1UxYmRBBJMMuzYcK9miSYs,154455,0.878,0.578,0,-7.581,1,0.0722,0.196,0.433,0.0965,0.148,100.996,4
4676,Special (feat. Offset and Solo Lucci),"Young Thug, Offset, Solo Lucci",spotify:track:1DAl49mec3YC7a3Yc86Gz2,263592,0.91,0.499,8,-5.985,1,0.157,0.0813,0.0,0.0988,0.316,140.012,4
4677,Monster,Lady Gaga,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,249280,0.694,0.801,9,-4.503,0,0.0441,0.00124,0.0,0.479,0.646,119.969,4
4678,Freaking Out The Neighborhood,Mac DeMarco,spotify:track:0MgOsVty0YR1kas7x16yoS,173866,0.573,0.819,8,-5.735,0,0.0866,0.061,0.029,0.386,0.832,143.263,4
4679,Are You Bored Yet? (feat. Clairo),"Wallows, Clairo",spotify:track:57RA3JGafJm5zRtKJiKPIm,178000,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4
4680,To Be So Lonely,Harry Styles,spotify:track:5JiH89mHrv9oWHlD0T326z,192080,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,4
4681,Walked In,Ultradiox,spotify:track:0VwUHGgi9xr7EXW6gUkcc9,107403,0.891,0.538,2,-6.724,1,0.394,0.123,0.0,0.0848,0.643,80.032,4
4682,Pew Pew Pew,Auntie Hammy,spotify:track:4YpB6dVeCG1UTsk3MWbwKn,164307,0.953,0.57,9,-6.996,1,0.228,0.116,0.000367,0.0489,0.369,130.018,4
4683,Astronomia,"Vicetone, Tony Igy",spotify:track:3hWfKBt3n7j1xqIy6LA5ve,198095,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,4
4684,Breaking Me,"Topic, A7S",spotify:track:3H7ihDc1dqLriiWXwsc2po,166793,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,4
4685,This City,Sam Fischer,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,194853,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,4
4686,I'm Sorry,Swell,spotify:track:5s6QMzY5oeVaOVJJsb59Tj,157333,0.944,0.541,6,-9.61,0,0.166,0.0879,0.000119,0.033,0.724,134.942,4
4687,Bust It Open,Lil Wil,spotify:track:7dJTX26gYEl9eYwSN44IbL,256533,0.91,0.689,9,-6.032,1,0.105,0.0435,0.0,0.0978,0.891,149.989,4
4688,Get Up (feat. Chamillionaire),"Ciara, Chamillionaire",spotify:track:3rKCDtV8UcF0RytSiXxypc,261880,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,4
4689,223's (feat. 9lokknine),"YNW Melly, 9lokknine",spotify:track:29ZXwWOOLz9t5fa3eT3i7T,176640,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,4
4690,Trust,Brent Faiyaz,spotify:track:0oufSLnKQDoBFX5mgkDCgR,158420,0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009,4
4691,Glitter,BENEE,spotify:track:23TPP1eeElFfvYVznskwCY,180146,0.801,0.589,7,-5.157,1,0.0485,0.0863,0.0,0.162,0.58,116.934,4
4692,Psycho!,MASN,spotify:track:5LKkteRQ1wWv7XCIEA5F2q,197217,0.868,0.365,7,-9.51,1,0.0383,0.433,0.0,0.207,0.471,114.979,4
4693,Big Girls Don't Cry (Personal),Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,268120,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082,4
4694,Dirty Dancer,"Enrique Iglesias, Usher",spotify:track:2WOg6FT27iLtN8wetk69nP,214453,0.651,0.939,11,-3.606,1,0.0774,0.00604,0.0,0.139,0.733,133.05,4
4695,Love Me Like You,Little Mix,spotify:track:0fIOacVe000P5pNhaKQlQw,197786,0.785,0.674,7,-3.936,1,0.043,0.208,0.0,0.284,0.848,106.058,4
4696,3:15,Bazzi,spotify:track:6pmZMP2ET1OJi5rKfLO8jD,167018,0.651,0.654,1,-5.481,1,0.0466,0.385,0.0,0.181,0.539,141.975,4
4697,Let Me Down Slowly,Alec Benjamin,spotify:track:2qxmye6gAegTMjLKEBoR3d,169353,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4
4698,Tears (feat. Louisa Johnson),"Clean Bandit, Louisa Johnson",spotify:track:4cKyHIo4oIZTLW5MujF9nL,228066,0.43,0.741,5,-4.355,0,0.0583,0.0441,0.0,0.117,0.297,130.833,4
4699,My Life Is A Party - Radio Edit,ItaloBrothers,spotify:track:3uksXbaCYVWXLCZ2BYVgYY,194760,0.613,0.926,1,-5.352,1,0.409,0.051,0.0,0.0546,0.16,149.999,4
4700,MEGATRON,Nicki Minaj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,190746,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,4
4701,GTA San Andreas Theme (Remake),Ben Morfitt (SquidPhysics),spotify:track:3aPkMnaq49WpMxY0KAKwBY,134219,0.756,0.591,2,-10.641,1,0.0271,0.00187,0.282,0.0697,0.77,97.011,4
4702,Epic Sax,JR Serpent,spotify:track:0aaW1ZpMjO3A5tnAmUMrcH,117565,0.818,0.782,6,-7.733,1,0.0351,0.000204,0.894,0.128,0.971,130.732,4
4703,Burnin' N' Itchin' - Ryanning Remix,"Lovely Peaches, Ryanning",spotify:track:6K6Wv1G0MLAEtOJR735x5H,141428,0.867,0.41,8,-6.784,1,0.124,0.000532,0.00076,0.283,0.133,139.978,4
4704,ok boomer,"Peter Kuli, Jed Will",spotify:track:7uC28XcDrIzIkXe4avLv5n,132923,0.917,0.518,1,-2.318,1,0.425,0.0889,0.0,0.0709,0.599,129.879,4
4705,Fuck You Bitch,Wheeler Walker Jr.,spotify:track:7uMBc5uxQRZNFowjhxH9WL,202786,0.549,0.576,9,-6.282,1,0.0263,0.0364,1.94e-06,0.147,0.452,118.709,3
4706,Hentai,S3RL,spotify:track:6RvTtRyn7zVayLUWAJxd5Z,185830,0.496,0.76,4,-4.281,1,0.393,0.000799,0.00285,0.368,0.422,174.944,4
4707,Seinfeld,Charlie's Angels,spotify:track:1xOufOKaxfBlxG6l7ytHZ0,54360,0.773,0.903,2,-6.638,1,0.0547,0.09,0.932,0.0406,0.965,110.478,3
4708,Gas Pedal,"Sage The Gemini, Iamsu!",spotify:track:2ng5lhEsASy6jgbOLg877a,208160,0.846,0.538,1,-8.059,1,0.0576,0.0272,0.0,0.123,0.441,97.536,4
4709,"My Neck, My Back",Khia,spotify:track:3H6JUtLbiZh07T7GLiuTON,222333,0.877,0.696,9,-2.296,0,0.138,0.0302,0.0,0.0478,0.747,102.055,4
4710,Get Low,"Lil Jon & The East Side Boyz, Ying Yang Twins",spotify:track:0r2Bul2NuCViraT2zX1l5j,334066,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,4
4711,Don't Talk to Me,"Cal Chuchesta, Fellatia Geisha",spotify:track:0jWV8J0UUfvh64Gpqn3Xop,168593,0.959,0.252,5,-20.628,1,0.325,0.0397,0.000118,0.0712,0.594,119.971,4
4712,Hey You There,Soulja Boy,spotify:track:2PEDTqoTTUefVpJfjlAGE4,232133,0.935,0.656,5,-9.513,0,0.401,0.0195,0.0,0.527,0.557,119.989,4
4713,Never Gonna Give You Up,Rick Astley,spotify:track:4uLU6hMCjMI75M1A2tKUQC,213573,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4
4714,"Livin' in the Sunlight, Lovin' in the Moon Light",Tiny Tim,spotify:track:1PmXm1881bonBI1AlG5uaH,125933,0.603,0.276,4,-19.238,1,0.0871,0.911,0.00237,0.484,0.86,99.561,4
4715,Why You Always Lying?,Nicholas Fraser,spotify:track:3JaKlOxGyK5S38uI2YabYn,227106,0.785,0.504,2,-8.423,1,0.133,0.175,0.0,0.047,0.709,99.464,4
4716,Love$ick (feat. A$AP Rocky),"Mura Masa, A$AP Rocky",spotify:track:3sTN90bIP2cJ1783ctHykO,192160,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,4
4717,KOD,J. Cole,spotify:track:7yotKA30dwTKNEGomV9ZsI,191436,0.823,0.783,0,-6.274,1,0.154,0.21,0.0,0.113,0.199,141.882,4
4718,What You Want,"Belly, The Weeknd",spotify:track:4RMqA9GixWNB7H6coZFXJN,195920,0.511,0.852,2,-3.895,1,0.468,0.118,0.0,0.0901,0.316,163.863,4
4719,Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",spotify:track:2BJSMvOGABRxokHKB0OI8i,153800,0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075,4
4720,Over Now,Post Malone,spotify:track:09IOPhEh1OMe0HD9b36FJk,246986,0.569,0.777,4,-4.041,0,0.0834,0.139,0.0,0.132,0.181,164.027,4
4721,VIRAALI,ibe,spotify:track:7eoc4NXsvViqcTFtVjJoz6,155104,0.87,0.621,10,-8.951,0,0.386,0.345,0.0,0.101,0.622,118.876,4
4722,Try Me,The Weeknd,spotify:track:4rv1ww0dUwFZcDVPqhcOcX,221106,0.466,0.672,8,-5.777,0,0.068,0.622,0.00108,0.147,0.108,91.673,4
4723,1942 (feat. Yo Gotti & YBN Nahmir),"G-Eazy, Yo Gotti, YBN Nahmir",spotify:track:794QVQtFNy7hvtjQP1keQd,213080,0.817,0.646,4,-5.12,0,0.249,0.0152,0.0,0.125,0.835,162.898,4
4724,Bored,Billie Eilish,spotify:track:04sN26COy28wTXYj3dMoiZ,180933,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,4
4725,when the party's over,Billie Eilish,spotify:track:43zdsphuZLzwA9k4DJhU0I,196077,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4
4726,what are you so afraid of,XXXTENTACION,spotify:track:57nOpVSc3j9o03Cr928ZM4,150769,0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,4
4727,Losin Control,Russ,spotify:track:4tGjoffVHvUvb5RDE60sjX,240065,0.761,0.247,6,-6.597,1,0.145,0.51,0.000275,0.0968,0.262,97.013,4
4728,Kauas,Fabe,spotify:track:43gEzN0bhmPtzXDuwItJuf,186723,0.616,0.677,6,-7.13,1,0.0493,0.217,0.0,0.146,0.17,144.004,4
4729,Kaikki On Hyvin,Paperi T,spotify:track:42BPkIUReoFcwnywqKtaMb,273440,0.529,0.643,4,-8.532,1,0.151,0.702,0.0386,0.121,0.44,142.979,4
4730,Karma - Skit,Juice WRLD,spotify:track:4TlZtoFcV9fKSxs3RVy9Td,74590,0.652,0.218,2,-18.186,1,0.206,0.933,5.11e-05,0.591,0.688,114.424,4
4731,Moon & Stars (feat. Maggie Lindemann),"$NOT, Maggie Lindemann",spotify:track:3oGbHF3Kdwf3AsRCbBjUxu,187586,0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,4
4732,Father Stretch My Hands Pt. 1,Kanye West,spotify:track:4KW1lqgSr8TKrvBII0Brf8,135920,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,4
4733,Lovefool,twocolors,spotify:track:51Of5p3lKZeOg6itfs4og4,190487,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,4
4734,you broke me first,Tate McRae,spotify:track:45bE4HXI0AwGZXfZtMp8JR,169265,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,4
4735,Leave Em Alone,"Quality Control, Layton Greene, Lil Baby, City Girls, PnB Rock",spotify:track:1bIEvOOqf2V3QBrFiClE3Y,171980,0.517,0.747,6,-4.74,0,0.296,0.0189,7.35e-06,0.0821,0.506,102.033,4
4736,Kokonaan,Fabe,spotify:track:5LAh3ij3AWheivzQkr1yso,201370,0.645,0.622,2,-4.346,1,0.178,0.137,0.0,0.137,0.556,92.847,4
4737,Girls in the Hood,Megan Thee Stallion,spotify:track:6WbTTAGKrQtCQvmc5BuYfh,154323,0.821,0.863,6,-3.159,1,0.353,0.00824,0.0,0.0377,0.874,180.013,4
4738,TROLLZ (with Nicki Minaj),"6ix9ine, Nicki Minaj",spotify:track:3dVvWnj4D8JGkKvo6Hucso,202666,0.744,0.422,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.006,4
4739,Bankrupt,Cuban Doll,spotify:track:1mnQEp3ySFIn18UpKUiQCw,181276,0.838,0.591,1,-5.082,1,0.401,0.0247,0.0,0.326,0.12,94.016,4
4740,Clout Chasin',City Girls,spotify:track:7MzdabRS2Rbd2kZSZS91Wy,183867,0.79,0.636,1,-5.544,1,0.265,0.00341,0.0,0.117,0.436,172.025,4
4741,PUNANI,6ix9ine,spotify:track:41xKiK40e7MFu1bqcGSz1d,115254,0.841,0.541,9,-7.121,1,0.229,0.0186,0.0,0.123,0.42,97.961,4
4742,Vastuu,"Turisti, MELO, KC",spotify:track:6HacZ1Cd0NPtMWvkUFs0n8,195212,0.702,0.621,1,-6.905,1,0.246,0.106,0.0,0.121,0.815,179.056,4
4743,Pretty Girls,iann dior,spotify:track:3fKdTr6Uv8HTb92Ih3QWxa,133608,0.732,0.511,6,-6.779,1,0.0541,0.276,0.0,0.0916,0.62,96.946,4
4744,Lying (feat. Lil Tjay),"PRETTYMUCH, Lil Tjay",spotify:track:6x8V3kUNlhVbwRbVP0QeSS,203675,0.594,0.75,11,-3.693,0,0.0625,0.00367,0.0,0.166,0.328,142.023,4
4745,Ghost Town,"Kanye West, PARTYNEXTDOOR",spotify:track:7vgTNTaEz3CsBZ1N4YQalM,271386,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,4
4746,After Hours,The Weeknd,spotify:track:4ejyZ4uJEXUURcgKp1kP8v,361946,0.663,0.567,5,-5.941,0,0.0309,0.0938,0.00978,0.124,0.139,108.959,4
4747,Hiljaa,"Fabe, SHRTY",spotify:track:47jaU3zdmK3jCreijIdrK5,192439,0.753,0.471,5,-7.909,0,0.257,0.0781,0.0,0.117,0.384,81.632,4
4748,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),"iann dior, Machine Gun Kelly, Travis Barker",spotify:track:0DILU9jjSTnCv1dcbUH3ib,144000,0.748,0.492,11,-8.584,1,0.0498,0.151,0.0,0.146,0.483,145.097,4
4749,Hurts So Good,Astrid S,spotify:track:46ydq5g3k17iLJs3qMDvO6,208728,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,4
4750,Don't Wanna Breathe,Kodak Black,spotify:track:567CrVjCl2p3qmZqMKfOD9,196672,0.709,0.6,8,-7.079,0,0.102,0.282,0.0,0.134,0.345,142.02,4
4751,Candy (feat. Trippie Redd),"Machine Gun Kelly, Trippie Redd",spotify:track:37AGgp9VP8TVJBfEat74Bj,156719,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,4
4752,Rose Colored Glasses,Kelly Rowland,spotify:track:7aAtGNjIhQACzOvmEINlJ6,240840,0.724,0.769,9,-4.862,0,0.0471,0.028,1.75e-05,0.0457,0.313,98.033,4
4753,Not Friendly,Flo Milli,spotify:track:0Tb5CCa5fdrKzTT2wYCVxq,234991,0.881,0.781,1,-4.932,1,0.184,0.0523,0.0,0.0928,0.659,139.977,4
4754,3 Musketeers,"NextYoungin, ppcocaine",spotify:track:2gSbNY2qXZ5mPVixrMaFrY,166857,0.91,0.617,0,-10.234,1,0.0847,0.258,0.0,0.122,0.572,104.972,4
4755,Tap In,Saweetie,spotify:track:4Hpib09wXgD84w4uwTPnYD,139413,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,4
4756,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),"Mozzy, Iamsu!, Yo Gotti, DeJ Loaf",spotify:track:4tYpkgBjxxin7SiUBW0Rtq,205333,0.432,0.612,11,-8.846,0,0.211,0.00185,0.0,0.308,0.253,88.716,4
4757,Cocky Af,Megan Thee Stallion,spotify:track:7hdR7gLsPQ6EXGeghibSK3,177376,0.628,0.621,4,-9.585,0,0.356,0.00629,0.0,0.113,0.528,130.016,4
4758,Act Up,City Girls,spotify:track:3A2yGHWIzmGEIolwonU69h,158332,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,4
4759,Hi Bich,Bhad Bhabie,spotify:track:3yjpv3Rk2gkHhfhgBjiUKS,105130,0.928,0.355,8,-9.181,1,0.123,0.16,0.000329,0.094,0.0715,120.042,4
4760,Rules,Doja Cat,spotify:track:0S56ARhyAIZ5OzFX54H2pH,188173,0.604,0.712,7,-5.53,1,0.198,0.141,0.0,0.141,0.685,71.976,4
4761,Big Booty (feat. Megan Thee Stallion),"Gucci Mane, Megan Thee Stallion",spotify:track:3gTK8TzE4on9Xe05QlVIFI,128995,0.826,0.767,1,-3.892,1,0.215,0.0308,0.0,0.113,0.436,159.973,4
4762,Hot Girl,Megan Thee Stallion,spotify:track:2Xc9MR2NMc5IKPFKaEjt1k,196281,0.761,0.637,10,-5.432,0,0.313,0.000278,0.0,0.251,0.374,185.904,4
4763,Let Me Blow Ya Mind,"Eve, Gwen Stefani",spotify:track:3RmKpob8xzv1pzHEQrMJah,230133,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,4
4764,Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",spotify:track:5MPPttjfGap2C6j6eKcO6J,142417,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,4
4765,Money Good,Megan Thee Stallion,spotify:track:2I6m7c5IfPR7za6B1im2X7,197954,0.829,0.748,5,-4.626,0,0.43,0.0215,0.0,0.148,0.81,176.953,4
4766,Check,Meek Mill,spotify:track:5vZDl7Jr6GmtJjnziKSBqN,194463,0.672,0.573,1,-7.708,1,0.277,0.000268,0.0,0.109,0.693,179.953,4
4767,Collard Greens,"ScHoolboy Q, Kendrick Lamar",spotify:track:0zO8ctW0UiuOefR87OeJOZ,299960,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,4
4768,Violent Crimes,Kanye West,spotify:track:3s7MCdXyWmwjdcWh7GWXas,215320,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,4
4769,In My Room,Frank Ocean,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,133680,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,4
4770,4EVER,Clairo,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,159595,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,4
4771,Daddy Issues,The Neighbourhood,spotify:track:5E30LdtzQTGqRvNd7l6kG5,260173,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
4772,Devil In A New Dress,"Kanye West, Rick Ross",spotify:track:1UGD3lW3tDmgZfAVDh6w7r,351946,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,4
4773,Nights,Frank Ocean,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,307151,0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-06,0.113,0.428,89.87,4
4774,Pound Cake / Paris Morton Music 2,"Drake, JAY-Z",spotify:track:4RI9eX7jNcdaQOJifn7t6z,433800,0.521,0.762,2,-6.746,1,0.529,0.138,1.11e-05,0.114,0.266,164.09,4
4775,Scared Of Love,Juice WRLD,spotify:track:49QVOdWgGagzLrThkIqtK6,170538,0.642,0.562,11,-4.869,0,0.0812,0.032,0.0,0.168,0.177,158.001,4
4776,I'll Be Fine,Juice WRLD,spotify:track:0INehbMZOFPnaPBAjK97i3,244193,0.523,0.678,8,-6.071,1,0.0692,0.000616,0.0,0.142,0.277,159.909,4
4777,What You Know Bout Love,Pop Smoke,spotify:track:1tkg4EHVoqnhR6iFEXb60y,160000,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,4
4778,Drip Like ME,Kenndog,spotify:track:6S6FVfLInBO3NcC1BsJPYv,144091,0.954,0.607,0,-8.725,0,0.214,0.0621,0.0,0.104,0.46,103.988,4
4779,Put Your Records On,Ritt Momney,spotify:track:1fah1uAs7HeTYDlNftKr3K,210463,0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,4
4780,Daisy,Ashnikko,spotify:track:0AUvWawuP0ibk4SQ3sIZjk,146523,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,4
4781,Lets Link,WhoHeem,spotify:track:0wYOlCybpxFc2azWLyYj0S,159955,0.839,0.683,10,-9.232,0,0.165,0.00667,0.0,0.241,0.522,120.003,4
